2,0.1,0
4,1.814980313e6,3.455379123e6
6,2.042204547e7,4.344393156e6
9,5.028903359e7,1.380937367e7
12,1.104680936e8,6.717416371e7
18,3.155878386e8,1.170989853e8
24,5.450157286e8,4.185042991e8
30,4.370735286e8,2.333011482e8
32,2.820835924e8,7.954788873e7
34,1.670765024e8,9.464243711e6
36,1.048547299e8,2.921906491e7
39,6.72278674e7,1.015464624e7
42,6.885908064e7,2.625297762e7
47,3.058229502e7,107955782
49,2.178049939e7,1.76673516e7
51,1.864784939e7,6.077229089e6
54,1.800667627e7,5.654808132e6
57,2.187343689e7,3.509457722e7
60,2.173237814e7,1.130610955e7